Data da Compra,Loja,UF,Categoria,Tamanho,Cor,Preço Unitário,Quantidade,Valor Total,Estação,Cidade,Tipo de Lead
2022-06-17,Loja_49,PE,Blusa,P,Azul,61.14,78,4768.92,Outono,Recife,Inbound
2022-11-15,Loja_48,PR,Jaqueta,M,Azul,256.32,72,18455.04,Inverno,Londrina,Outbound
2022-06-17,Loja_16,PE,Vestido,GG,Branco,202.07,80,16165.6,Outono,Olinda,Outbound
2022-05-12,Loja_36,SC,Vestido,M,Branco,45.79,66,3022.14,Verão,Blumenau,Inbound
2022-07-19,Loja_46,BA,Camiseta,M,Rosa,122.6,70,8582.0,Outono,Feira de Santana,Outbound
2024-01-17,Loja_27,PE,Short,G,Cinza,154.57,29,4482.53,Primavera,Olinda,Outbound
2023-04-27,Loja_33,MG,Vestido,GG,Rosa,206.19,23,4742.37,Verão,Contagem,Inbound
2023-04-18,Loja_46,BA,Saia,G,Preto,199.61,52,10379.72,Verão,Salvador,Inbound
2023-03-26,Loja_4,PR,Short,PP,Amarelo,254.6,53,13493.8,Verão,Maringá,Inbound
2023-06-02,Loja_42,RS,Camiseta,GG,Rosa,50.48,24,1211.52,Outono,Porto Alegre,Outbound
2022-01-08,Loja_37,RS,Camiseta,PP,Verde,198.26,41,8128.66,Primavera,Pelotas,Outbound
2022-06-08,Loja_9,DF,Blusa,GG,Verde,278.21,52,14466.92,Outono,Brasília,Outbound
2022-06-17,Loja_2,RS,Short,PP,Branco,272.96,16,4367.36,Outono,Pelotas,Outbound
2024-03-27,Loja_13,SC,Macacão,P,Rosa,99.92,96,9592.32,Verão,Blumenau,Outbound
2024-02-12,Loja_15,PR,Macacão,PP,Amarelo,295.61,74,21875.14,Primavera,Londrina,Inbound
2024-01-31,Loja_29,BA,Vestido,M,Branco,299.15,5,1495.75,Primavera,Salvador,Inbound
2022-05-31,Loja_2,RJ,Camiseta,PP,Rosa,39.69,97,3849.93,Verão,Petrópolis,Inbound
2022-12-01,Loja_27,SP,Short,P,Azul,222.93,43,9585.99,Primavera,Santos,Outbound
2023-05-21,Loja_33,BA,Calça Jeans,M,Vermelho,288.67,2,577.34,Verão,Salvador,Outbound
2023-08-20,Loja_33,RJ,Jaqueta,P,Vermelho,269.88,96,25908.48,Outono,Rio de Janeiro,Outbound
2023-04-27,Loja_45,GO,Calça Jeans,GG,Branco,253.01,93,23529.93,Verão,Anápolis,Outbound
2023-01-06,Loja_26,RJ,Short,PP,Cinza,201.38,54,10874.52,Primavera,Petrópolis,Inbound
2024-01-06,Loja_17,PR,Saia,M,Verde,53.55,30,1606.5,Primavera,Londrina,Inbound
2022-06-18,Loja_38,MG,Camiseta,PP,Rosa,224.97,44,9898.68,Outono,Uberlândia,Inbound
2022-02-11,Loja_14,RS,Macacão,PP,Branco,215.71,65,14021.15,Primavera,Porto Alegre,Outbound
2022-02-08,Loja_2,RJ,Calça Jeans,P,Vermelho,285.11,93,26515.23,Primavera,Niterói,Inbound
2023-12-29,Loja_19,RJ,Vestido,M,Vermelho,142.84,8,1142.72,Primavera,Niterói,Outbound
2022-02-22,Loja_49,SP,Camiseta,GG,Verde,189.08,51,9643.08,Primavera,São Paulo,Inbound
2024-01-20,Loja_19,PR,Macacão,GG,Azul,212.51,7,1487.57,Primavera,Londrina,Outbound
2022-08-07,Loja_9,SP,Saia,M,Rosa,127.65,99,12637.35,Outono,São Paulo,Inbound
2022-08-02,Loja_15,DF,Vestido,GG,Branco,50.03,79,3952.37,Outono,Brasília,Inbound
2023-07-10,Loja_25,MG,Jaqueta,P,Verde,50.75,100,5075.0,Outono,Belo Horizonte,Inbound
2022-05-20,Loja_40,SP,Calça Jeans,M,Branco,126.56,5,632.8,Verão,Santos,Inbound
2022-11-22,Loja_13,RS,Saia,M,Preto,217.0,55,11935.0,Inverno,Porto Alegre,Inbound
2022-03-27,Loja_45,PE,Macacão,P,Preto,151.03,10,1510.3,Verão,Caruaru,Inbound
2022-03-22,Loja_6,DF,Saia,P,Cinza,31.86,26,828.36,Verão,Brasília,Outbound
2024-03-23,Loja_9,SP,Blusa,G,Rosa,78.01,17,1326.17,Verão,Santos,Outbound
2023-05-11,Loja_6,PE,Jaqueta,P,Verde,101.25,41,4151.25,Verão,Caruaru,Inbound
2023-11-19,Loja_32,SP,Short,M,Amarelo,200.06,11,2200.66,Inverno,São Paulo,Inbound
2023-04-23,Loja_4,MG,Calça Jeans,PP,Cinza,69.78,39,2721.42,Verão,Uberlândia,Inbound
2022-11-08,Loja_14,PR,Vestido,G,Amarelo,211.3,74,15636.2,Inverno,Londrina,Outbound
2024-02-27,Loja_39,PR,Macacão,M,Azul,211.14,83,17524.62,Primavera,Londrina,Inbound
2023-03-19,Loja_7,SC,Short,GG,Amarelo,128.07,83,10629.81,Verão,Blumenau,Inbound
2023-07-21,Loja_19,RS,Blusa,GG,Cinza,194.18,99,19223.82,Outono,Pelotas,Inbound
2022-02-16,Loja_30,SP,Camiseta,P,Azul,62.99,3,188.97,Primavera,Campinas,Inbound
2022-11-22,Loja_42,SP,Blusa,PP,Vermelho,67.17,64,4298.88,Inverno,São Paulo,Inbound
2023-10-15,Loja_2,RS,Vestido,P,Rosa,270.37,23,6218.51,Inverno,Pelotas,Outbound
2023-01-03,Loja_16,PE,Macacão,G,Azul,71.55,78,5580.9,Primavera,Olinda,Outbound
2024-01-20,Loja_33,SC,Vestido,M,Preto,141.46,17,2404.82,Primavera,Blumenau,Inbound
2022-04-19,Loja_9,RS,Jaqueta,PP,Amarelo,265.56,4,1062.24,Verão,Caxias do Sul,Inbound
2024-01-15,Loja_20,SC,Vestido,PP,Amarelo,229.89,82,18850.98,Primavera,Florianópolis,Outbound
2022-12-05,Loja_11,GO,Camiseta,G,Verde,247.17,77,19032.09,Primavera,Anápolis,Inbound
2023-09-11,Loja_47,RS,Short,M,Branco,77.95,41,3195.95,Inverno,Caxias do Sul,Outbound
2022-10-20,Loja_3,RS,Blusa,P,Branco,234.53,45,10553.85,Inverno,Porto Alegre,Outbound
2022-08-27,Loja_15,BA,Saia,P,Branco,94.96,49,4653.04,Outono,Salvador,Inbound
2023-06-18,Loja_36,DF,Saia,GG,Verde,272.9,66,18011.4,Outono,Brasília,Outbound
2022-10-04,Loja_47,SP,Short,G,Preto,98.98,62,6136.76,Inverno,São Paulo,Inbound
2022-04-10,Loja_11,DF,Calça Jeans,M,Vermelho,116.67,55,6416.85,Verão,Brasília,Inbound
2022-07-21,Loja_8,GO,Calça Jeans,P,Verde,34.53,72,2486.16,Outono,Goiânia,Inbound
2022-11-20,Loja_40,GO,Vestido,G,Rosa,274.51,8,2196.08,Inverno,Goiânia,Inbound
2023-09-11,Loja_26,PE,Short,GG,Vermelho,57.05,76,4335.8,Inverno,Olinda,Outbound
2024-03-20,Loja_29,RS,Saia,PP,Vermelho,248.78,53,13185.34,Verão,Porto Alegre,Inbound
2022-06-02,Loja_49,PR,Calça Jeans,PP,Preto,94.97,10,949.7,Outono,Maringá,Outbound
2022-06-01,Loja_21,DF,Camiseta,PP,Cinza,92.16,75,6912.0,Outono,Brasília,Outbound
2023-10-26,Loja_31,RJ,Jaqueta,PP,Preto,180.91,62,11216.42,Inverno,Rio de Janeiro,Inbound
2023-10-05,Loja_12,MG,Saia,P,Amarelo,242.13,14,3389.82,Inverno,Contagem,Outbound
2022-11-28,Loja_43,PR,Camiseta,GG,Cinza,227.23,14,3181.22,Inverno,Maringá,Outbound
2022-10-19,Loja_41,RS,Vestido,M,Verde,60.21,66,3973.86,Inverno,Pelotas,Inbound
2023-09-18,Loja_9,RS,Vestido,M,Amarelo,39.98,75,2998.5,Inverno,Porto Alegre,Inbound
2023-05-15,Loja_19,GO,Camiseta,P,Azul,147.34,72,10608.48,Verão,Aparecida de Goiânia,Inbound
2022-01-05,Loja_14,SC,Saia,M,Verde,45.18,67,3027.06,Primavera,Blumenau,Inbound
2023-01-29,Loja_2,GO,Camiseta,P,Verde,81.82,98,8018.36,Primavera,Anápolis,Outbound
2023-02-09,Loja_23,PR,Macacão,G,Rosa,78.5,46,3611.0,Primavera,Maringá,Inbound
2022-11-19,Loja_46,PE,Jaqueta,G,Amarelo,119.07,43,5120.01,Inverno,Recife,Outbound
2023-01-19,Loja_25,GO,Short,P,Branco,237.01,60,14220.6,Primavera,Anápolis,Inbound
2023-03-15,Loja_11,SP,Jaqueta,M,Amarelo,172.94,36,6225.84,Verão,Santos,Inbound
2023-02-13,Loja_38,RJ,Calça Jeans,G,Branco,252.18,79,19922.22,Primavera,Niterói,Outbound
2023-06-25,Loja_36,PE,Blusa,PP,Branco,244.85,1,244.85,Outono,Caruaru,Inbound
2023-03-06,Loja_18,RJ,Macacão,M,Verde,70.59,33,2329.47,Verão,Niterói,Outbound
2024-03-31,Loja_12,MG,Short,M,Preto,146.36,83,12147.88,Verão,Uberlândia,Outbound
2023-10-09,Loja_48,SC,Macacão,G,Amarelo,200.05,50,10002.5,Inverno,Florianópolis,Inbound
2023-04-07,Loja_24,SP,Short,P,Cinza,161.65,1,161.65,Verão,Campinas,Outbound
2022-01-15,Loja_16,RS,Vestido,P,Cinza,176.83,3,530.49,Primavera,Pelotas,Inbound
2024-01-02,Loja_9,SC,Short,GG,Preto,53.21,54,2873.34,Primavera,Florianópolis,Outbound
2023-03-14,Loja_35,SP,Macacão,PP,Rosa,49.49,96,4751.04,Verão,Santos,Outbound
2023-08-14,Loja_40,SC,Short,GG,Azul,219.01,19,4161.19,Outono,Joinville,Inbound
2024-03-13,Loja_45,SP,Camiseta,GG,Cinza,60.91,70,4263.7,Verão,São Paulo,Outbound
2023-07-20,Loja_35,SP,Macacão,P,Amarelo,177.0,70,12390.0,Outono,Santos,Outbound
2022-04-18,Loja_29,GO,Short,G,Amarelo,174.23,98,17074.54,Verão,Aparecida de Goiânia,Outbound
2023-02-28,Loja_50,PE,Saia,P,Verde,45.51,8,364.08,Primavera,Recife,Outbound
2022-04-19,Loja_25,DF,Macacão,PP,Rosa,62.98,62,3904.76,Verão,Brasília,Outbound
2022-06-13,Loja_19,RJ,Short,PP,Azul,253.9,38,9648.2,Outono,Niterói,Outbound
2022-04-07,Loja_26,SC,Vestido,PP,Amarelo,281.59,58,16332.22,Verão,Joinville,Outbound
2023-03-17,Loja_42,RS,Blusa,M,Rosa,284.8,63,17942.4,Verão,Caxias do Sul,Outbound
2023-09-22,Loja_38,PR,Calça Jeans,GG,Rosa,59.91,30,1797.3,Inverno,Curitiba,Inbound
2022-08-05,Loja_23,BA,Saia,PP,Vermelho,165.68,43,7124.24,Outono,Vitória da Conquista,Outbound
2023-05-19,Loja_36,RS,Short,PP,Preto,240.09,61,14645.49,Verão,Pelotas,Inbound
2022-10-29,Loja_8,PE,Camiseta,G,Amarelo,256.12,55,14086.6,Inverno,Recife,Outbound
2023-04-26,Loja_45,GO,Macacão,GG,Verde,71.31,1,71.31,Verão,Aparecida de Goiânia,Outbound
2022-11-30,Loja_39,BA,Blusa,GG,Verde,280.22,53,14851.66,Inverno,Feira de Santana,Inbound
2023-01-28,Loja_43,MG,Blusa,P,Verde,286.93,90,25823.7,Primavera,Contagem,Outbound
2022-08-14,Loja_49,MG,Short,G,Preto,221.48,23,5094.04,Outono,Contagem,Outbound
2022-02-25,Loja_32,SP,Vestido,M,Amarelo,85.11,15,1276.65,Primavera,Santos,Outbound
2023-10-08,Loja_14,DF,Vestido,P,Cinza,269.84,62,16730.08,Inverno,Brasília,Outbound
2022-04-30,Loja_45,RS,Saia,G,Amarelo,196.26,83,16289.58,Verão,Pelotas,Inbound
2022-07-19,Loja_38,GO,Saia,M,Amarelo,148.32,64,9492.48,Outono,Goiânia,Inbound
2022-07-15,Loja_13,SC,Macacão,P,Cinza,235.55,93,21906.15,Outono,Florianópolis,Outbound
2024-03-22,Loja_7,PR,Short,M,Branco,230.15,18,4142.7,Verão,Londrina,Outbound
2024-03-12,Loja_2,RS,Short,P,Verde,279.93,77,21554.61,Verão,Porto Alegre,Inbound
2023-02-15,Loja_14,BA,Saia,G,Branco,226.09,61,13791.49,Primavera,Vitória da Conquista,Inbound
2024-01-10,Loja_39,RS,Camiseta,P,Amarelo,205.98,66,13594.68,Primavera,Porto Alegre,Inbound
2023-10-26,Loja_5,MG,Saia,PP,Amarelo,242.09,73,17672.57,Inverno,Contagem,Inbound
2024-02-12,Loja_34,PE,Saia,GG,Verde,222.84,18,4011.12,Primavera,Caruaru,Outbound
2022-05-01,Loja_14,GO,Calça Jeans,GG,Amarelo,36.53,78,2849.34,Verão,Aparecida de Goiânia,Inbound
2022-11-26,Loja_8,GO,Calça Jeans,P,Cinza,86.85,1,86.85,Inverno,Aparecida de Goiânia,Outbound
2023-10-11,Loja_16,BA,Camiseta,GG,Preto,287.54,29,8338.66,Inverno,Vitória da Conquista,Inbound
2023-03-15,Loja_43,BA,Vestido,G,Amarelo,117.41,49,5753.09,Verão,Feira de Santana,Inbound
2023-02-09,Loja_2,RJ,Short,G,Azul,282.09,18,5077.62,Primavera,Petrópolis,Inbound
2023-07-19,Loja_41,GO,Blusa,GG,Preto,94.33,89,8395.37,Outono,Anápolis,Outbound
2024-02-24,Loja_45,PR,Camiseta,PP,Rosa,185.92,97,18034.24,Primavera,Curitiba,Outbound
2024-03-14,Loja_24,BA,Saia,PP,Preto,66.0,96,6336.0,Verão,Feira de Santana,Inbound
2022-04-17,Loja_12,SP,Macacão,M,Branco,66.23,73,4834.79,Verão,Campinas,Outbound
2022-07-24,Loja_50,RJ,Jaqueta,GG,Amarelo,90.63,41,3715.83,Outono,Niterói,Inbound
2022-05-27,Loja_12,MG,Camiseta,M,Branco,175.3,89,15601.7,Verão,Belo Horizonte,Inbound
2023-10-15,Loja_19,MG,Calça Jeans,P,Vermelho,250.94,59,14805.46,Inverno,Belo Horizonte,Inbound
2022-07-18,Loja_27,PE,Macacão,PP,Verde,180.44,66,11909.04,Outono,Recife,Inbound
2022-01-28,Loja_7,PR,Macacão,G,Amarelo,139.9,5,699.5,Primavera,Londrina,Inbound
2022-09-24,Loja_10,RS,Camiseta,G,Rosa,159.77,38,6071.26,Inverno,Porto Alegre,Inbound
2022-02-06,Loja_12,RJ,Calça Jeans,M,Verde,77.39,34,2631.26,Primavera,Rio de Janeiro,Inbound
2023-10-15,Loja_39,SP,Blusa,G,Cinza,251.42,96,24136.32,Inverno,Campinas,Inbound
2023-08-25,Loja_26,PE,Macacão,M,Rosa,221.53,100,22153.0,Outono,Olinda,Inbound
2023-12-29,Loja_45,GO,Jaqueta,G,Rosa,245.01,8,1960.08,Primavera,Goiânia,Inbound
2023-01-10,Loja_23,PE,Short,P,Vermelho,78.82,44,3468.08,Primavera,Olinda,Outbound
2022-07-10,Loja_12,DF,Short,PP,Azul,107.94,99,10686.06,Outono,Brasília,Outbound
2022-09-28,Loja_3,BA,Short,P,Amarelo,82.64,50,4132.0,Inverno,Feira de Santana,Inbound
2023-02-09,Loja_26,RJ,Calça Jeans,G,Amarelo,78.35,28,2193.8,Primavera,Petrópolis,Outbound
2022-10-23,Loja_40,SC,Short,M,Branco,254.52,10,2545.2,Inverno,Florianópolis,Outbound
2023-06-05,Loja_50,RJ,Vestido,GG,Vermelho,65.85,10,658.5,Outono,Niterói,Inbound
2022-11-09,Loja_11,BA,Blusa,GG,Verde,280.66,96,26943.36,Inverno,Salvador,Inbound
2023-07-24,Loja_4,SP,Camiseta,G,Verde,37.59,75,2819.25,Outono,Santos,Inbound
2022-12-07,Loja_29,DF,Vestido,P,Vermelho,297.78,44,13102.32,Primavera,Brasília,Inbound
2023-12-13,Loja_16,GO,Short,PP,Amarelo,278.15,67,18636.05,Primavera,Aparecida de Goiânia,Inbound
2022-01-26,Loja_34,MG,Blusa,P,Verde,53.54,98,5246.92,Primavera,Belo Horizonte,Inbound
2022-12-31,Loja_29,SC,Jaqueta,GG,Verde,253.85,32,8123.2,Primavera,Florianópolis,Inbound
2023-06-13,Loja_22,SP,Camiseta,G,Branco,238.02,48,11424.96,Outono,São Paulo,Outbound
2022-09-06,Loja_44,RJ,Jaqueta,P,Rosa,278.57,55,15321.35,Inverno,Petrópolis,Outbound
2022-06-14,Loja_35,MG,Blusa,GG,Rosa,239.85,44,10553.4,Outono,Uberlândia,Outbound
2022-05-22,Loja_31,SP,Camiseta,PP,Amarelo,99.16,5,495.8,Verão,Santos,Outbound
2022-11-06,Loja_21,BA,Macacão,PP,Cinza,60.36,21,1267.56,Inverno,Vitória da Conquista,Inbound
2022-01-08,Loja_42,RS,Calça Jeans,PP,Preto,80.97,30,2429.1,Primavera,Caxias do Sul,Inbound
2022-01-29,Loja_39,RS,Saia,PP,Vermelho,116.36,58,6748.88,Primavera,Pelotas,Outbound
2022-01-25,Loja_35,DF,Camiseta,M,Azul,216.51,98,21217.98,Primavera,Brasília,Inbound
2022-09-21,Loja_38,PR,Macacão,M,Vermelho,286.34,1,286.34,Inverno,Maringá,Outbound
2022-05-12,Loja_31,RS,Calça Jeans,P,Preto,229.79,32,7353.28,Verão,Pelotas,Inbound
2022-04-03,Loja_8,RS,Saia,P,Azul,272.59,100,27259.0,Verão,Pelotas,Outbound
2022-12-28,Loja_10,MG,Calça Jeans,M,Branco,151.12,95,14356.4,Primavera,Uberlândia,Inbound
2024-03-03,Loja_42,SP,Camiseta,M,Cinza,290.38,66,19165.08,Verão,Campinas,Inbound
2022-08-31,Loja_19,PE,Macacão,M,Cinza,92.68,52,4819.36,Outono,Recife,Inbound
2022-06-07,Loja_28,DF,Jaqueta,GG,Amarelo,94.74,58,5494.92,Outono,Brasília,Outbound
2023-06-19,Loja_40,GO,Short,M,Rosa,117.11,80,9368.8,Outono,Goiânia,Outbound
2024-02-08,Loja_10,PR,Macacão,G,Branco,30.03,64,1921.92,Primavera,Maringá,Outbound
2022-09-14,Loja_27,PE,Vestido,PP,Preto,170.22,76,12936.72,Inverno,Recife,Inbound
2022-05-04,Loja_41,BA,Calça Jeans,M,Azul,284.04,42,11929.68,Verão,Salvador,Outbound
2022-10-08,Loja_19,SP,Calça Jeans,P,Branco,126.89,98,12435.22,Inverno,Santos,Outbound
2022-08-15,Loja_34,DF,Macacão,P,Amarelo,163.68,9,1473.12,Outono,Brasília,Outbound
2023-07-20,Loja_34,RS,Short,P,Preto,209.1,17,3554.7,Outono,Pelotas,Inbound
2023-11-05,Loja_39,SP,Calça Jeans,P,Branco,198.13,8,1585.04,Inverno,Santos,Outbound
2022-05-17,Loja_35,SP,Jaqueta,PP,Branco,41.34,5,206.7,Verão,Santos,Inbound
2022-08-11,Loja_2,GO,Camiseta,M,Cinza,244.4,30,7332.0,Outono,Anápolis,Outbound
2023-05-05,Loja_35,DF,Short,G,Branco,44.77,25,1119.25,Verão,Brasília,Inbound
2023-12-14,Loja_33,SC,Vestido,G,Preto,165.59,49,8113.91,Primavera,Joinville,Outbound
2022-01-25,Loja_6,SC,Saia,GG,Vermelho,203.38,30,6101.4,Primavera,Blumenau,Inbound
2022-09-20,Loja_26,GO,Vestido,M,Amarelo,40.71,66,2686.86,Inverno,Anápolis,Inbound
2023-01-01,Loja_45,SP,Jaqueta,GG,Cinza,199.47,38,7579.86,Primavera,Santos,Inbound
2023-10-04,Loja_22,DF,Vestido,GG,Cinza,157.66,89,14031.74,Inverno,Brasília,Inbound
2023-09-20,Loja_37,PE,Short,M,Branco,209.32,33,6907.56,Inverno,Recife,Inbound
2022-08-01,Loja_16,BA,Saia,G,Vermelho,96.35,100,9635.0,Outono,Vitória da Conquista,Outbound
2022-05-24,Loja_7,RJ,Macacão,G,Cinza,63.11,77,4859.47,Verão,Niterói,Inbound
2022-04-06,Loja_41,PR,Macacão,PP,Rosa,170.34,28,4769.52,Verão,Maringá,Outbound
2023-04-22,Loja_2,SP,Saia,GG,Branco,51.02,35,1785.7,Verão,Santos,Outbound
2024-01-17,Loja_28,DF,Saia,P,Verde,35.87,19,681.53,Primavera,Brasília,Outbound
2022-07-19,Loja_26,RS,Calça Jeans,PP,Vermelho,68.28,5,341.4,Outono,Porto Alegre,Inbound
2023-02-09,Loja_44,SP,Jaqueta,P,Verde,113.67,71,8070.57,Primavera,São Paulo,Outbound
2023-01-27,Loja_48,RJ,Blusa,P,Cinza,141.86,69,9788.34,Primavera,Petrópolis,Inbound
2023-11-02,Loja_18,GO,Vestido,PP,Preto,182.45,29,5291.05,Inverno,Aparecida de Goiânia,Outbound
2024-02-29,Loja_29,MG,Blusa,P,Cinza,266.12,63,16765.56,Primavera,Belo Horizonte,Inbound
2023-05-22,Loja_9,MG,Jaqueta,P,Preto,286.4,9,2577.6,Verão,Contagem,Outbound
2023-08-06,Loja_6,PR,Calça Jeans,P,Vermelho,146.51,44,6446.44,Outono,Maringá,Inbound
2023-04-26,Loja_45,SP,Camiseta,M,Amarelo,101.47,18,1826.46,Verão,Santos,Outbound
2023-08-10,Loja_6,DF,Calça Jeans,GG,Amarelo,104.3,97,10117.1,Outono,Brasília,Inbound
2023-12-19,Loja_22,PE,Vestido,GG,Verde,142.17,37,5260.29,Primavera,Caruaru,Inbound
2023-02-20,Loja_40,BA,Calça Jeans,P,Azul,274.27,71,19473.17,Primavera,Vitória da Conquista,Outbound
2023-08-12,Loja_9,DF,Calça Jeans,GG,Branco,178.64,2,357.28,Outono,Brasília,Outbound
2022-04-12,Loja_34,SC,Camiseta,GG,Azul,293.15,74,21693.1,Verão,Joinville,Outbound
2022-06-18,Loja_1,PR,Short,P,Branco,87.57,46,4028.22,Outono,Maringá,Inbound
2022-07-06,Loja_27,GO,Camiseta,PP,Preto,250.12,40,10004.8,Outono,Aparecida de Goiânia,Outbound
2022-10-02,Loja_35,RS,Camiseta,P,Vermelho,258.8,72,18633.6,Inverno,Porto Alegre,Outbound
2022-11-01,Loja_4,GO,Jaqueta,PP,Rosa,159.73,35,5590.55,Inverno,Anápolis,Outbound
2023-05-01,Loja_4,RJ,Calça Jeans,P,Cinza,61.45,45,2765.25,Verão,Niterói,Outbound
2022-04-13,Loja_10,MG,Vestido,P,Rosa,193.53,65,12579.45,Verão,Belo Horizonte,Outbound
2023-01-11,Loja_28,DF,Macacão,PP,Azul,129.33,30,3879.9,Primavera,Brasília,Inbound
2023-04-15,Loja_26,RJ,Camiseta,G,Branco,78.79,61,4806.19,Verão,Petrópolis,Outbound
2023-02-20,Loja_13,PE,Vestido,G,Verde,64.45,19,1224.55,Primavera,Recife,Outbound
2022-03-26,Loja_36,MG,Camiseta,PP,Verde,57.19,41,2344.79,Verão,Belo Horizonte,Inbound
2024-01-05,Loja_30,MG,Jaqueta,G,Amarelo,255.58,74,18912.92,Primavera,Contagem,Inbound
2023-04-05,Loja_10,MG,Camiseta,P,Preto,140.68,11,1547.48,Verão,Uberlândia,Outbound
2023-06-08,Loja_8,SC,Vestido,PP,Preto,185.24,87,16115.88,Outono,Florianópolis,Inbound
2024-02-25,Loja_22,SC,Short,M,Amarelo,145.28,1,145.28,Primavera,Joinville,Outbound
2022-06-25,Loja_6,PE,Macacão,M,Preto,211.63,1,211.63,Outono,Olinda,Outbound
2022-03-12,Loja_40,MG,Vestido,PP,Preto,253.28,96,24314.88,Verão,Uberlândia,Inbound
2022-02-17,Loja_26,GO,Short,GG,Rosa,279.07,34,9488.38,Primavera,Aparecida de Goiânia,Inbound
2023-12-28,Loja_37,SP,Blusa,PP,Cinza,160.91,63,10137.33,Primavera,São Paulo,Outbound
2023-06-12,Loja_6,RS,Macacão,PP,Rosa,180.68,65,11744.2,Outono,Pelotas,Inbound
2022-05-09,Loja_39,PE,Short,M,Verde,70.95,48,3405.6,Verão,Olinda,Inbound
2023-12-09,Loja_15,PE,Camiseta,GG,Verde,226.18,82,18546.76,Primavera,Olinda,Inbound
2023-04-23,Loja_49,PR,Jaqueta,P,Rosa,196.68,52,10227.36,Verão,Curitiba,Outbound
2022-03-16,Loja_26,DF,Short,M,Preto,155.08,98,15197.84,Verão,Brasília,Outbound
2022-11-18,Loja_44,MG,Vestido,M,Verde,268.54,20,5370.8,Inverno,Uberlândia,Inbound
2023-08-13,Loja_35,GO,Jaqueta,G,Azul,181.97,22,4003.34,Outono,Goiânia,Inbound
2022-09-23,Loja_3,BA,Saia,M,Verde,159.53,37,5902.61,Inverno,Salvador,Inbound
2022-06-30,Loja_27,GO,Camiseta,G,Amarelo,130.88,8,1047.04,Outono,Goiânia,Inbound
2023-05-31,Loja_3,SP,Saia,G,Preto,105.43,45,4744.35,Verão,Santos,Inbound
2023-07-30,Loja_18,DF,Camiseta,M,Vermelho,137.47,81,11135.07,Outono,Brasília,Outbound
2024-02-07,Loja_11,MG,Saia,GG,Rosa,178.83,98,17525.34,Primavera,Belo Horizonte,Inbound
2022-03-16,Loja_42,BA,Jaqueta,PP,Rosa,235.51,41,9655.91,Verão,Feira de Santana,Inbound
2022-07-06,Loja_28,MG,Calça Jeans,P,Verde,140.5,16,2248.0,Outono,Contagem,Outbound
2022-06-23,Loja_3,DF,Vestido,PP,Cinza,254.6,71,18076.6,Outono,Brasília,Inbound
2023-12-13,Loja_39,PE,Saia,P,Azul,224.98,66,14848.68,Primavera,Caruaru,Outbound
2023-06-30,Loja_36,RJ,Macacão,P,Vermelho,264.89,81,21456.09,Outono,Niterói,Outbound
2023-05-13,Loja_25,BA,Blusa,M,Verde,187.28,74,13858.72,Verão,Vitória da Conquista,Inbound
2024-03-19,Loja_6,SC,Jaqueta,P,Azul,34.73,16,555.68,Verão,Blumenau,Outbound
2023-04-21,Loja_29,BA,Calça Jeans,G,Verde,149.75,37,5540.75,Verão,Feira de Santana,Outbound
2023-11-01,Loja_50,PR,Macacão,P,Rosa,66.58,65,4327.7,Inverno,Curitiba,Inbound
2022-02-27,Loja_34,DF,Macacão,GG,Verde,172.45,66,11381.7,Primavera,Brasília,Outbound
2023-04-26,Loja_25,SC,Vestido,M,Verde,250.56,3,751.68,Verão,Joinville,Outbound
2022-09-06,Loja_23,BA,Camiseta,P,Azul,228.41,100,22841.0,Inverno,Feira de Santana,Inbound
2023-05-14,Loja_15,SC,Calça Jeans,P,Vermelho,39.39,100,3939.0,Verão,Blumenau,Outbound
2022-10-02,Loja_2,PE,Vestido,PP,Azul,38.8,38,1474.4,Inverno,Caruaru,Inbound
2023-07-31,Loja_28,GO,Macacão,GG,Preto,76.06,92,6997.52,Outono,Aparecida de Goiânia,Outbound
2024-01-24,Loja_50,SP,Jaqueta,GG,Cinza,273.62,7,1915.34,Primavera,Campinas,Inbound
2023-08-30,Loja_27,GO,Calça Jeans,GG,Cinza,251.81,72,18130.32,Outono,Goiânia,Inbound
2022-04-25,Loja_8,SC,Short,M,Branco,167.33,22,3681.26,Verão,Joinville,Outbound
2022-09-17,Loja_43,SC,Saia,P,Azul,95.86,29,2779.94,Inverno,Blumenau,Outbound
2022-01-04,Loja_49,BA,Calça Jeans,P,Rosa,68.03,60,4081.8,Primavera,Salvador,Outbound
2023-04-01,Loja_36,RS,Vestido,M,Rosa,30.29,25,757.25,Verão,Pelotas,Inbound
2022-10-01,Loja_3,PE,Macacão,M,Vermelho,91.22,92,8392.24,Inverno,Recife,Inbound
2022-08-07,Loja_6,RJ,Vestido,GG,Branco,108.58,100,10858.0,Outono,Petrópolis,Inbound
2022-02-03,Loja_37,SP,Blusa,M,Rosa,199.66,48,9583.68,Primavera,Campinas,Inbound
2022-01-25,Loja_48,RJ,Calça Jeans,PP,Amarelo,36.79,95,3495.05,Primavera,Rio de Janeiro,Inbound
2023-01-16,Loja_43,RS,Blusa,P,Branco,198.58,25,4964.5,Primavera,Porto Alegre,Outbound
2022-01-23,Loja_47,DF,Jaqueta,P,Azul,32.93,70,2305.1,Primavera,Brasília,Inbound
2022-01-09,Loja_42,PE,Macacão,G,Cinza,83.76,88,7370.88,Primavera,Recife,Outbound
